micro present p,r,f@m
0.2149 0.7846 0.3374
micro present p,r,f@5
0.334 0.6901 0.4502
micro present p,r,f@o
0.5835 0.5808 0.5822
macro present p,r,f@m
0.2253 0.7447 0.3459
macro present p,r,f@k
0.3332 0.6752 0.4462
macro present p,r,f@o
0.5341 0.5318 0.5329


micro absent keyphrase p,r,f@m
0.2802 0.1362 0.1833
micro absent keyphrase p,r,f@5
0.2888 0.1353 0.1842
micro absent keyphrase p,r,f@o
0.3086 0.134 0.1868
macro absent keyphrase p,r,f@m
0.3165 0.1547 0.2078
macro absent keyphrase p,r,f@5
0.3183 0.1539 0.2075
macro absent keyphrase p,r,f@o
0.3206 0.1506 0.2049
